"Symbol","Company","Sector","MarketCap","EnterpriseValue","TrailingPE","ForwardPE","PEGRatio","PriceToBook","PriceToSales","EnterpriseToRevenue","EnterpriseToEBITDA","ROE","ROA","ProfitMargin","GrossMargin","OperatingMargin","EBITDAMargin","RevenueGrowth","EarningsGrowth","QuarterlyEarningsGrowth","revenue","ebitda","net_income","gross_profits","OperatingCashFlow","FreeCashFlow","TotalCash","TotalDebt","CurrentRatio","QuickRatio","DebtToEquity","TrailingEPS","EPS","BookValue","CashPerShare","dividend_yield","DividendRate","PayoutRatio","ExDividendDate","DividendDate","FiveYearAvgDividendYield","SharesOutstanding","FloatShares","SharesShort","ShortRatio","ShortPercentOfFloat","InsiderOwnership","InstitutionalOwnership","CurrentPrice","PreviousClose","Open","DayHigh","DayLow","FiftyTwoWeekHigh","FiftyTwoWeekLow","FiftyDayAverage","TwoHundredDayAverage","Volume","AverageVolume","AverageVolume10Day","Beta","TargetMeanPrice","TargetHighPrice","TargetLowPrice","NumberOfAnalysts","Recommendation","RecommendationMean","LastUpdated","start_price","end_price","return_45d","vol_45d","avg_volume","vol_spike","n_days","z_return","z_vol","z_volume","anomaly_score","category","market_context"
"GS","The Goldman Sachs Group, Inc.","Financial Services",274580127744,20919656448,18.417055,16.445171,NA,2.6062944,4.788882,0.365,NA,0.13532,0.009430001,0.29073998,0.82997,0.37203997,0,0.207,0.458,0.371,57336999936,NA,15788000256,47587999744,1.7888e+10,NA,1010356977664,731217985536,1.657,1.49,586.142,49.25,55.1554,348.019,3220.569,1.76,16,0.2641,1764633600,1767052800,2.19,299928511,311916185,7093648,3.36,0.0238,0.0057,0.74691004,907.04,910.78,911,913.3175,905.305,919.1,439.38,819.5582,700.7953,988879,2075507,2035500,1.348,813.4737,971,630,19,"hold",2.52,"2025-12-27 20:51:43",785.52001953125,872.330017089844,11.0512775486482,1.6806884189942,2092953.125,1.41145062673107,32,0.86638893830388,-0.217368281761585,-0.947417262823707,1.44878171059653,"NORMAL","OUTPERFORMING_MARKET"
"GWW","W.W. Grainger, Inc.","Industrials",48993611776,51288834048,28.73962,23.370123,NA,13.69871,2.7602036,2.89,17.228,0.46719003,0.18964,0.09746,0.39093,0.15180999,0.16771999,0.061,-0.38,-0.395,17749999616,2976999936,1.73e+09,6938999808,2.048e+09,1084375040,5.35e+08,2.72e+09,2.717,1.461,68.67,35.64,43.82861,74.772,11.251,0.88,9.04,0.24159999,1762732800,1764547200,1.07,47549337,43558521,1254643,4.2,0.0327,0.06201,0.73754996,1024.28,1030.73,1032.025,1039.75,1016.75,1139.15,893.99,970.186,1002.1605,104244,290328,328300,1.116,1053.4667,1233,930,15,"none",NA,"2025-12-27 20:51:46",966.320007324219,1020.04998779297,5.56026782654864,1.40100096812197,283581.25,1.74623674872722,32,0.322958151471158,-0.558636288386309,-0.538218095705523,0.871385343517074,"NORMAL","OUTPERFORMING_MARKET"
"HAL","Halliburton Company","Energy",23838754816,30115880960,18.516556,12.69922,NA,2.3101711,1.0768738,1.36,7.179,0.12788,0.0761,0.05913,0.16172001,0.12857,0.1895,-0.017,-0.969,-0.968,22136999936,4195000064,1308999936,3.58e+09,3216999936,1968625024,2.026e+09,8567000064,1.955,1.207,83.613,1.51,2.20171,12.103,2.407,2.43,0.68,0.45029998,1764720000,1766534400,1.66,841626610,836955582,27622527,2.66,0.0437,0.00434,0.90907997,27.96,28.03,28.05,28.25,27.805,30.4,18.72,26.919,23.2416,3002664,11739790,10196960,0.819,31.20833,43,24,24,"buy",1.80769,"2025-12-27 20:51:51",27.1800003051758,27.7399997711182,2.06033649615436,1.74929174380536,10385843.75,1.53777587882544,32,-0.0234208449239548,-0.133660128846169,-0.7930136464647,0.486757732579389,"NORMAL","IN_LINE"
"HAS","Hasbro, Inc.","Consumer Cyclical",11586224128,14339324928,NA,15.637874,NA,28.508287,2.6592205,3.291,13.671,-0.62839,0.08862001,-0.12814,0.64248,0.24584,0.24074,0.083,0.031,0.045,4357000192,1048899968,-558300032,2799300096,749800000,460337504,620600000,3346299904,1.705,1.235,771.392,-3.99,5.27949,2.896,4.422,3.39,2.8,0.92410004,1763510400,1764720000,3.98,140337023,139610077,4159545,2.29,0.0382,0.00719,0.92727,82.56,81.63,81.43,82.57,81.395,85.15,49,79.0766,72.16475,635667,1802077,1558340,0.541,92.07692,100,80,13,"none",NA,"2025-12-27 20:51:54",75.8499984741211,81.3499984741211,7.2511537384889,1.40151716903349,1821337.5,1.62578324994681,32,0.490300681911755,-0.558006432253895,-0.685444841795017,1.11202631893621,"NORMAL","OUTPERFORMING_MARKET"
"HBAN","Huntington Bancshares Incorporated","Financial Services",27937007616,33061591040,12.405595,10.309817,NA,1.3265535,3.7239413,4.407,NA,0.10434,0.01091,0.29619,0,0.38561,0,0.148,0.242,0.217,7502000128,NA,2108999936,7502000128,2.648e+09,NA,13523999744,17927000064,NA,NA,NA,1.43,1.72069,13.373,9.267,3.49,0.62,0.4336,1766016000,1767312000,4.39,1574803152,1449510682,93613710,3.3,0.0671,0.00843,0.86206,17.74,17.74,17.74,17.7899,17.67,18.04,11.92,16.3278,16.1093,7710341,30209617,19460910,0.976,20,23,15.5,20,"buy",1.66667,"2025-12-27 20:51:58",15.3699998855591,17.75,15.4847113348194,1.32930286161915,26686759.375,1.79843117426093,32,1.30515421695441,-0.646120620660354,-0.4744223943507,1.86542572445994,"NORMAL","OUTPERFORMING_MARKET"
"HBI","HanesBrands Inc.","Consumer Cyclical",2289099776,4736785920,5.5299144,9.474578,NA,5.126783,0.64817184,1.341,9.317,1.40056,0.05924,0.093439996,0.41909,0.12587,0.14396,-0.01,7.93,8.039,3531624960,508406016,417214016,1480064000,23159000,171701632,217686000,2665371904,1.51,0.54,597.032,1.17,0.59,1.262,0.615,NA,NA,0,1668988800,NA,5.02,353802157,351060190,31679060,5.49,0.121700004,0.00937,0.88934,NA,6.47,6.53,6.63,6.355,8.84,3.96,6.669,5.60095,104189457,9062219,22517701,1.716,6.66,10.3,1,5,"none",NA,"2025-12-27 20:52:02",6.92999982833862,6.5,-6.20490388153022,1.46032051482274,6484963.61764706,3.01695539921914,34,-0.841409941488381,-0.486255981750024,1.01494369703098,1.59200978087888,"NORMAL","DOWN_WHILE_MARKET_UP"
"HCA","HCA Healthcare, Inc.","Healthcare",111645319168,157312155648,18.450502,16.052082,NA,-20.556202,1.5011741,2.115,10.417,NA,0.12198,0.0853,0.41377,0.15474,0.20305,0.096,0.426,0.294,74371997696,15100999680,6.344e+09,30773000192,12835999744,6101125120,1091000064,46349000704,0.854,0.644,NA,25.86,29.72387,-23.211,4.781,0.6,2.88,0.109,1765756800,1766966400,0.75,228193900,156422355,4495103,3.31,0.0286,0.31309998,0.61894,477.13,474.06,474.37,478.91,472,520,289.98,472.739,398.8682,321162,1350741,1329060,1.367,481.95,525,368,20,"buy",2,"2025-12-27 20:52:05",461.559997558594,471.850006103516,2.2293978246275,1.71938837639529,1325271.875,2.40501595191553,32,-0.00668928999966023,-0.170147509869439,0.266988224234284,0.225257157051521,"NORMAL","IN_LINE"
"HD","The Home Depot, Inc.","Consumer Cyclical",348210003968,412507996160,23.859482,23.11927,NA,28.724644,2.095265,2.482,16.122,1.62909,0.13226,0.087740004,0.33355,0.12945,0.15396,0.028,-0.014,-0.013,166189006848,25586999296,14581999616,55432998912,17649000448,9733999616,1.684e+09,65982001152,1.051,0.246,544.586,14.66,15.12937,12.177,1.692,2.63,9.2,0.62409997,1764806400,1766016000,2.31,995511485,993908712,10217103,1.85,0.010299999,0.00072999997,0.74127,349.78,347.34,346.99,350.045,346.57,426.75,326.31,362.955,373.2047,1392044,4010266,4378210,1.051,397.0909,465,320,33,"buy",1.86486,"2025-12-27 20:52:06",378.350006103516,356.75,-5.70900112463757,1.85420901199701,4677375,2.17397578770144,32,-0.792331750224927,-0.00564256186340507,-0.0154053296070627,0.802855695960161,"NORMAL","DOWN_WHILE_MARKET_UP"
"HIG","The Hartford Insurance Group, Inc.","Financial Services",38675103744,38976434176,11.34779,10.456254,NA,2.1404645,1.3853602,1.396,8.008,0.20069,0.03482,0.12745,0.36433,0.18916,0.17434,0.07,0.473,0.408,27917000704,4866999808,3536999936,10170999808,5987999744,5675749888,4369999872,4371999744,1.785,1.05,23.696,12.22,13.26192,64.785,15.683,1.73,2.4,0.1702,1764547200,1767571200,2,278900292,277282119,5464695,3.34,0.026099999,0.00333,0.94712996,138.67,139.72,139.5,140.01,138.52,140.5,104.93,131.6564,127.55105,403669,1517771,1646130,0.629,143.6,163,120,20,"buy",2.21739,"2025-12-27 20:52:10",124.269996643066,138.360000610352,11.3382186753863,1.24754814562821,1531662.5,2.06873250471302,32,0.894786746752543,-0.745875789765688,-0.144041079162237,1.33974518121651,"NORMAL","OUTPERFORMING_MARKET"
"HII","Huntington Ingalls Industries, Inc.","Industrials",13778844672,16392844288,24.215862,20.080969,NA,2.7645855,1.14709,1.365,15.436,0.12387,0.039330002,0.04737,0.12521,0.06172,0.08841,0.161,0.439,0.436,12012000256,1.062e+09,5.69e+08,1.504e+09,9.37e+08,505750016,3.12e+08,2926000128,1.139,1.03,58.708,14.5,17.48571,127.01,7.951,1.57,5.52,0.37240002,1764288000,1765497600,2.21,39241434,38987542,1477803,3.9,0.0435,0.0066500003,0.96974,351.13,355.45,355.04,356.1,350,360.2,158.88,313.6656,261.9087,211030,455517,541740,0.371,344,384,282,10,"hold",2.54545,"2025-12-27 20:52:12",317.540008544922,321.290008544922,1.18095354887209,1.74104027920877,427903.125,1.69524352036457,32,-0.110451061797466,-0.143728370613301,-0.600545609314057,0.482588051761144,"NORMAL","UNDERPERFORMING_MARKET"
"HLT","Hilton Worldwide Holdings Inc.","Consumer Cyclical",69024669696,79550070784,42.533333,32.14817,NA,-13.8675995,14.173443,16.335,29.054,NA,0.09635,0.34188998,0.77515,0.60327,0.56222,0.035,0.29,0.221,4870000128,2737999872,1664999936,3775000064,2.508e+09,2064125056,1.057e+09,12350999552,0.664,0.577,NA,6.9,9.12898,-21.163,4.548,0.2,0.6,0.0871,1763683200,1766966400,0.8,232435166,228218792,6673064,4.24,0.033,0.02086,1.00695,293.48,293.3,292.81,294.69,292.505,294.92,196.04,273.7398,258.05505,490459,1726152,1749820,1.156,286.44,332,234,25,"buy",2.19231,"2025-12-27 20:52:13",259.089996337891,293,13.0881176970976,1.52154262766907,1654603.125,2.23382873158782,32,1.06796964941963,-0.411554208941611,0.0577511520351588,1.30262232990801,"NORMAL","OUTPERFORMING_MARKET"
"HOLX","Hologic, Inc.","Healthcare",16618384384,17027339264,29.919678,14.911751,NA,3.2846878,4.05277,4.153,12.603,0.11116,0.07299,0.13796,0.60817003,0.32736,0.32950002,0.062,0.111,0.048,4100499968,1351100032,565699968,2493799936,1057100032,807699968,2205900032,2626800128,3.754,2.872,52.037,2.49,4.99606,22.681,9.896,NA,NA,0,NA,NA,NA,223065562,220669489,3669918,1.24,0.0217,0.00827,0.99683,74.5,74.5,74.5,74.56,74.41,75.34,51.9,74.2266,66.0816,1669348,3410561,3532360,0.704,76.5,80,70,12,"hold",2.66667,"2025-12-27 20:52:18",74.0599975585938,74.9300003051758,1.17472694472298,0.206383428843815,3198537.5,1.65638201834432,32,-0.111067292429589,-2.01628033010858,-0.648044872918029,1.44322989394289,"NORMAL","UNDERPERFORMING_MARKET"
"HON","Honeywell International Inc.","Industrials",133001658368,151135682560,20.841604,18.663263,NA,7.4668026,3.2702646,3.716,15.457,0.34616002,0.066589996,0.1507,0.36944,0.18505,0.24042,0.07,0.324,0.292,40669999104,9777999872,6128999936,15025000448,7485000192,5684125184,13358999552,38215000064,1.358,0.985,215.247,9.47,10.57532,26.433,21.042,2.32,4.58,0.4768,1763078400,1764892800,1.98,634887208,603041266,9304333,2.43,0.0147,0.0011,0.80910003,197.37,196.93,196.73,197.48,195.88,227.82281,169.04807,195.68741,202.16064,1409086,4359336,3956560,0.949,236.60667,271,195,24,"buy",2.07407,"2025-12-27 20:52:20",197.770004272461,199.889999389648,1.07194977569316,1.10778163798891,4058550,1.55008562171219,32,-0.121238878469498,-0.91641557375032,-0.777967812107348,0.968430571398333,"NORMAL","UNDERPERFORMING_MARKET"
"HOOD","Robinhood Markets, Inc.","Financial Services",106221174784,102991183872,49.22083,45.219994,NA,12.391692,25.266693,24.498,NA,0.27816,0.051810004,0.52188,0.92245,0.51805,0,1,2.595,2.707,4.204e+09,NA,2193999872,3878000128,1175000064,NA,19403999232,16174000128,1.108,1.053,188.794,2.4,2.61234,9.533,21.579,NA,NA,0,NA,NA,NA,786356025,778886390,41119503,1.42,0.053000003,0.00693,0.76368,118.13,120.44,120.71,121.03,117.7,153.86,29.66,128.0514,95.9148,12753186,28222004,22391760,2.433,151.95004,180,92,21,"buy",1.91667,"2025-12-27 20:52:25",147.080001831055,115.800003051758,-21.2673364086758,5.12196628839744,29608712.5,1.7048292795575,32,-2.33209926350832,3.98159751048464,-0.588829219594694,4.61731262854799,"STRONG_UNDERPERFORMER","DOWN_WHILE_MARKET_UP"
"HPE","Hewlett Packard Enterprise Company","Technology",32682715136,51779719168,NA,8.916544,NA,1.3077375,0.95295995,1.51,11.53,0.0023,0.0149,0.00166,0.30257,0.034089997,0.13095,0.144,-0.889,-0.872,34296000512,4490999808,-5.9e+07,10376999936,2919000064,-213500000,5046000128,24077000704,1.014,0.604,97.265,-0.04,2.74658,18.727,3.781,2.33,0.57,0.6118,1766102400,1768521600,2.98,1334533171,1327793778,68068856,2.24,0.058000002,0.00448,0.90089995,24.49,24.44,24.5,24.55,24.35,26.44,11.965,23.2048,20.4839,9037047,31854542,25433070,1.349,26.27778,31,21,18,"buy",2.2381,"2025-12-27 20:52:27",24.5,24.0200004577637,-1.95918180504612,2.45322554704216,30690818.75,1.6416016923628,32,-0.421221996926776,0.725263233918971,-0.666110427861919,1.11690882781722,"NORMAL","DOWN_WHILE_MARKET_UP"
"HPQ","HP Inc.","Technology",21741164544,28544319488,8.777358,7.1695633,NA,-61.861706,0.393185,0.516,6.38,NA,0.055859998,0.045739997,0.20602,0.07439,0.08091,0.042,-0.114,-0.123,55295000576,4473999872,2528999936,1.1392e+10,3696999936,2394500096,3689999872,10881999872,0.767,0.422,NA,2.65,3.24427,-0.376,4.02,5.16,1.2,0.4368,1765411200,1767312000,3.29,917984523,914863376,70118093,4.99,0.1047,0.0026800002,0.85749,23.26,23.16,23.18,23.305,23.135,35.28,21.21,25.3304,26.09865,4896508,12799765,12625300,1.231,25.88125,30,20,16,"none",NA,"2025-12-27 20:52:30",27.0100002288818,24.4300003051758,-9.55201740778664,2.4703967657834,13027471.875,1.7392092815399,32,-1.17266496183034,0.746215148539614,-0.546807560832855,1.81917631651657,"NORMAL","DOWN_WHILE_MARKET_UP"
"HRL","Hormel Foods Corporation","Consumer Defensive",13345602560,15682068480,27.885057,15.578445,NA,1.6890622,1.1023811,1.295,12.806,0.06002,0.04476,0.0395,0.15704,0.07222,0.10115,0.015,NA,NA,12106160128,1224557056,478196992,1901196032,845251008,288031264,703587968,3025410048,2.466,1.148,38.22,0.87,1.55728,14.363,1.279,4.82,1.17,1.3333,1768176000,1771286400,2.92,550107295,290528166,19537760,3.51,0.067,0.00464,0.91365,24.26,24.35,24.35,24.46,24.15,32.07,21.03,23.1404,27.26055,2598155,5023634,4640070,0.325,27.25,30,24,8,"buy",2.5,"2025-12-27 20:52:32",21.4799995422363,23.9899997711182,11.6852899551812,1.20189382131637,5268943.75,1.98504681322514,32,0.92913547826305,-0.801582115534368,-0.246327622739284,1.45309034739988,"NORMAL","OUTPERFORMING_MARKET"
"HSIC","Henry Schein, Inc.","Healthcare",9232162816,13806389248,24.015772,14.416076,NA,2.6856456,0.7135695,1.067,13.656,0.08347999,0.042329997,0.03022,0.31187,0.0614,0.07814,0.052,0.077,0.02,12938000384,1.011e+09,3.91e+08,4035000064,5.35e+08,285124992,1.36e+08,3440999936,1.396,0.597,70.224,3.17,5.28091,28.347,1.155,NA,NA,0,NA,NA,NA,117724807,98184844,5783194,4.58,0.056900002,0.00889,1.10668,76.13,76.19,76.2,76.46,75.65,82.49,60.56,71.263,69.4214,738638,1431776,1207060,0.888,77.64286,90,58,14,"hold",2.625,"2025-12-27 20:52:34",64.6399993896484,76.6100006103516,18.517947607871,2.35668663396685,1522478.125,2.86329237078529,32,1.60534563127296,0.607468737511699,0.827125925860908,2.32264296295926,"NORMAL","OUTPERFORMING_MARKET"
"HST","Host Hotels & Resorts, Inc.","Real Estate",12844869632,17936994304,17.396229,21.178606,NA,1.9037787,2.1588016,3.015,11.19,0.109239995,0.039189998,0.12403,0.28941,0.073520005,0.26941,0.009,0.966,0.963,5950000128,1603000064,7.38e+08,1.722e+09,1.298e+09,1140625024,5.39e+08,5642999808,1.021,0.97,82.827,1.06,0.87069,9.686,0.784,4.34,0.8,0.7547,1767139200,1768435200,4.49,687689481,641449240,34807360,4.76,0.0712,0.01377,1.08649,18.44,18.52,18.43,18.535,18.3,18.72,12.22,17.3678,16.1124,4122306,7607257,7165890,1.199,19.79167,24,17,18,"buy",2,"2025-12-27 20:52:36",16.1299991607666,18.5699996948242,15.127096472469,1.9878156765496,8939450,2.87599348953235,32,1.2697620148157,0.157381127406339,0.842650127347449,1.76977764219259,"NORMAL","OUTPERFORMING_MARKET"
"HSY","The Hershey Company","Consumer Defensive",37353017344,41930424320,27.533632,26.635433,NA,8.183029,3.2511716,3.65,17.111,0.31013,0.09329,0.118360005,0.3773,0.13542,0.21329,0.065,-0.382,-0.381,11489094656,2450479104,1359832960,4334865920,2292416000,1231904640,1163016960,5740420096,1.363,0.66,125.764,6.69,6.9156,22.51,5.735,2.98,5.48,0.8191,1763337600,1765756800,2.26,148171608,145275261,9117511,5.82,0.0721,0.00358,0.89267,184.2,184.8,184.58,185.12,183.6236,199,140.13,180.8444,175.993,585013,1648500,1473360,0.177,192.3913,220,137,23,"hold",2.8,"2025-12-27 20:52:37",162.309997558594,188.940002441406,16.4068789867356,1.58474849215708,1684500,1.67503710299792,32,1.39641872349054,-0.334431909340581,-0.625243315143599,1.87625633573263,"NORMAL","OUTPERFORMING_MARKET"
"HUBB","Hubbell Incorporated","Industrials",24177674240,25658173440,28.487164,23.067114,NA,6.567729,4.2519917,4.512,19,0.24991,0.09993,0.15123,0.35161,0.22591,0.23749,0.041,0.141,0.13,5686199808,1350400000,858400000,1999299968,1014700032,513700000,680899968,2149700096,1.358,0.774,58.21,15.97,19.72245,69.269,12.812,1.25,5.68,0.33020002,1764288000,1765756800,1.64,53144752,52885937,2580869,5.3,0.0559,0.0037599998,0.96946,454.94,456.28,455.14,455.82,451.78,484.26,299.425,442.1848,410.7276,132790,528564,470358,1.004,486.07693,575,405,13,"buy",2.125,"2025-12-27 20:52:39",467.609985351563,429.679992675781,-8.11145909283034,1.76265398113868,508421.96875,2.31627087809628,32,-1.03009669511895,-0.117355843170977,0.158517747393261,1.16803349040107,"NORMAL","DOWN_WHILE_MARKET_UP"
"HUM","Humana Inc.","Healthcare",31130277888,22015279104,24.212347,20.795753,NA,1.6807142,0.2463579,0.174,5.702,0.07159,0.045760002,0.01022,0.14949,0.02043,0.03056,0.111,-0.593,-0.594,126362001408,3860999936,1291000064,18890000384,2044999936,1578249984,22123999232,12949000192,2.024,1.533,69.686,10.69,12.44629,154,183.948,1.37,3.54,0.3312,1766707200,1769731200,0.86,120273068,120036130,4819305,2.99,0.045,0.00206,0.97661,258.83,258.365,258.26,259.02,254.375,315.35,206.87,259.2742,258.73846,514284,1703512,1336240,0.466,287.83334,353,215,24,"buy",2.44444,"2025-12-27 20:52:43",279.920013427734,260.279998779297,-7.0162952651856,2.89325887601451,1711290.625,2.03670840538848,32,-0.921711212177178,1.26218148519739,-0.18318318784099,1.64439354869637,"NORMAL","DOWN_WHILE_MARKET_UP"
"HWM","Howmet Aerospace Inc.","Industrials",85016051712,87667589120,59.165268,47.478718,NA,16.730297,10.66032,10.993,39.05,0.30064,0.112840004,0.18181999,0.33279,0.25658,0.28149998,0.138,0.173,0.16,7975000064,2244999936,1.448e+09,2654000128,1.71e+09,9.1e+08,6.63e+08,3.352e+09,2.353,0.962,65.176,3.57,4.44873,12.625,1.649,0.21,0.44,0.112399995,1762473600,1764028800,NA,402500000,397949165,10409350,4.66,0.0335,0.0114400005,0.95399004,211.22,212.17,211.57,212.52,210.0175,212.52,105.04,200.3974,175.111,732245,2092549,2188640,1.322,233.696,250,209,20,"strong_buy",1.43478,"2025-12-27 20:52:47",206.740005493164,191.190002441406,-7.52152589657941,1.33717560094983,2205953.125,1.4208824133559,32,-0.971712558640894,-0.636514490497275,-0.935889069216675,1.75791433849787,"NORMAL","DOWN_WHILE_MARKET_UP"
"IBKR","Interactive Brokers Group, Inc.","Financial Services",112467869696,-43662708736,31.961355,28.02796,NA,5.7701035,18.757149,-7.282,NA,0.23249,0.023659999,0.15293999,0.91894996,0.79225,0,0.232,0.405,0.429,5996000256,NA,9.17e+08,5510000128,16039999488,NA,115822002176,2.832e+10,1.101,1.101,145.38,2.07,2.3605,11.466,260.061,0.48,0.32,0.1375,1764547200,1765497600,0.52,445363717,431673624,12309986,3.01,0.028399998,0.02815,0.88052005,66.16,65.98,65.98,66.2406,65.7,73.35,32.82,66.3468,58.083923,1799532,4323495,3524960,1.258,77.33333,85,52,9,"buy",1.55556,"2025-12-27 20:52:48",73.0800018310547,62.4500007629395,-14.5457044359269,2.49102425816409,4157246.875,1.66006499193051,32,-1.66687702996359,0.771384326436124,-0.643543283321067,2.37434083484219,"NORMAL","DOWN_WHILE_MARKET_UP"
"IBM","International Business Machines Corporation","Technology",285178363904,336977362944,36.363525,25.020626,NA,10.219743,4.360392,5.152,22.402,0.30156,0.051370002,0.120900005,0.57808995,0.1717,0.22999,0.091,NA,NA,65401999360,15041999872,7919000064,37808001024,13482999808,11757500416,14855000064,66568998912,0.932,0.775,237.831,8.39,12.19354,29.853,15.892,2.2,6.72,0.7986,1762732800,1765324800,4.16,934735206,932613357,19765710,5.46,0.0235,0.0011999999,0.64287,305.09,304.56,304.69,305.75,303.67,324.9,214.5,302.5758,271.05066,1204363,4858607,3829730,0.689,293.89316,360,198,19,"buy",2.47619,"2025-12-27 20:52:53",304.730010986328,303.320007324219,-0.462705874470726,1.45769820851049,4011037.5,1.69993424394561,32,-0.273119710901709,-0.48945565783542,-0.594812276728165,0.815253678183501,"NORMAL","DOWN_WHILE_MARKET_UP"
"ICE","Intercontinental Exchange, Inc.","Financial Services",93602627584,111959605248,29.785067,21.734825,NA,3.2539353,9.60027,11.483,18.442,0.114930004,0.02189,0.32431,1,0.49067003,0.62267,0.026,0.246,0.242,9749999616,6071000064,3161999872,9749999616,4893000192,3630374912,8.5e+08,19509000192,1.012,0.027,67.954,5.49,7.52341,50.253,1.491,1.17,1.92,0.3443,1765843200,1767139200,1.22,570178585,566113212,7827125,2.15,0.0139,0.00931,0.95015997,163.52,162.63,162.45,163.55,162.1942,189.35,142.29,155.4916,169.40495,831260,3763519,2803660,1.052,191.14285,223,167,14,"buy",1.6,"2025-12-27 20:52:58",145.589996337891,160.860000610352,10.48836091528,1.03780930032027,3572231.25,1.50818903451449,32,0.810678559981051,-1.00179416374634,-0.829176770484029,1.72616402709623,"NORMAL","OUTPERFORMING_MARKET"
"IDXX","IDEXX Laboratories, Inc.","Healthcare",55081631744,55880839168,54.641266,47.43489,NA,35.27953,13.217231,13.409,38.88,0.64633006,0.24065,0.24654,0.6172,0.32106,0.34489,0.133,0.214,0.179,4167410944,1437280000,1027425024,2572124928,1088070016,675227520,208166000,1112962944,1.18,0.737,71.29,12.6,14.51421,19.515,2.607,NA,NA,0,NA,NA,NA,79851330,78992130,2080794,3.41,0.0342,0.00684,0.95365,688.48,688.18,687.15,689.1,682.855,769.98,356.14,692.28,577.38727,204269,540750,575010,1.668,766,850,470,13,"none",NA,"2025-12-27 20:53:01",722.940002441406,695.599975585938,-3.78178365606265,3.18546677673301,621346.875,2.66002786285841,32,-0.601600107348692,1.61872664833292,0.578681734529325,1.70030429877982,"NORMAL","DOWN_WHILE_MARKET_UP"
"IEX","IDEX Corporation","Industrials",13575803904,14831450112,28.576864,21.658031,NA,3.3714128,3.968025,4.335,16.17,0.12197,0.063990004,0.13974,0.44556,0.21418,0.26809,0.101,0.083,0.073,3421299968,917200000,478100000,1524400000,643500032,562675008,593800000,1929699968,2.934,1.94,48.121,6.31,8.32578,53.485,7.933,1.57,2.84,0.443,1768521600,1769731200,1.19,74849436,74642852,2587579,4.2,0.0395,0.0021600001,1.05999,180.32,180.2,179.415,180.5291,178.87,226.05,153.36,171.7558,172.89584,169021,633855,645700,0.999,193.76923,212,170,13,"buy",2,"2025-12-27 20:53:05",168.25,176.330001831055,4.80237850285588,1.37501882580076,641681.25,1.53097819205408,32,0.247951838907392,-0.590339083381756,-0.801322257791205,0.943782509493873,"NORMAL","OUTPERFORMING_MARKET"
"IFF","International Flavors & Fragrances Inc.","Basic Materials",17291689984,23379822592,NA,15.090921,NA,1.2142755,1.5617495,2.112,13.369,-0.03232,0.01752,-0.042630002,0.36380002,0.091309994,0.15794,-0.079,-0.31,-0.31,1.1072e+10,1748749952,-4.72e+08,4.028e+09,9.21e+08,3429343744,6.21e+08,6689999872,1.444,0.67,46.872,-1.85,4.4709,55.564,2.425,2.37,1.6,1.6841999,1766102400,1767916800,2.78,256096379,255532967,8136006,3.49,0.0422,0.01972,0.96986,67.47,66.92,66.81,67.515,66.6001,88.09,59.14,65.3748,70.2196,780854,2335309,2436400,1.042,81.48824,105,66,17,"buy",1.8,"2025-12-27 20:53:08",62.0800018310547,65.620002746582,5.70232089419247,1.99766118210496,2514871.875,1.82064941181149,32,0.337016769872615,0.169394380216257,-0.447265700261009,0.645346810111248,"NORMAL","OUTPERFORMING_MARKET"
"ILMN","Illumina, Inc.","Healthcare",20741814272,21918359552,30.325844,26.939247,NA,8.671764,4.837177,5.112,18.782,0.31203,0.09146,0.16395001,0.68377,0.21402,0.27215,0.004,-0.778,-0.787,4.288e+09,1167000064,7.03e+08,2.932e+09,1.122e+09,8.4e+08,1.278e+09,2.576e+09,1.425,1.034,108.19,4.45,5.00942,15.562,8.364,NA,NA,0,NA,NA,NA,152800000,148550632,7411422,4.36,0.0757,0.0018799999,1.04914,134.95,135.32,135.54,135.615,133.97,153.06,68.7,120.9282,97.95935,487507,1778714,1721280,1.442,125.27778,195,80,18,"buy",2.42105,"2025-12-27 20:53:12",119.98999786377,131.559997558594,9.64247012318471,1.92206274944067,1765835.48387097,1.83827996982147,31,0.726962973597579,0.0771509622908607,-0.425716391076692,0.978396650281355,"NORMAL","OUTPERFORMING_MARKET"
"INCY","Incyte Corporation","Healthcare",19653865472,16765313024,16.967796,13.076907,NA,4.221379,4.0834064,3.483,12.66,0.30389,0.13537,0.24695,0.56488997,0.31633,0.27514,0.2,2.907,2.984,4813105152,1324280064,1188583040,2718851072,1251415040,531249760,2929819904,41267000,3.195,2.858,0.887,5.9,7.65548,23.715,14.923,NA,NA,0,NA,NA,NA,196322703,164322102,10754723,4.98,0.077199996,0.01906,1.05618,100.11,100.44,100.41,100.41,99.571,109.28,53.56,98.9676,78.4523,567594,2223509,2079970,0.815,100.09524,129,70,21,"buy",2.28,"2025-12-27 20:53:14",101.569999694824,97.629997253418,-3.8791005742287,2.43048384746716,2324271.875,2.67941976452303,32,-0.611231306725059,0.697514350452742,0.602383881926261,1.26118042291456,"NORMAL","DOWN_WHILE_MARKET_UP"
