"Symbol","Company","Sector","MarketCap","EnterpriseValue","TrailingPE","ForwardPE","PEGRatio","PriceToBook","PriceToSales","EnterpriseToRevenue","EnterpriseToEBITDA","ROE","ROA","ProfitMargin","GrossMargin","OperatingMargin","EBITDAMargin","RevenueGrowth","EarningsGrowth","QuarterlyEarningsGrowth","revenue","ebitda","net_income","gross_profits","OperatingCashFlow","FreeCashFlow","TotalCash","TotalDebt","CurrentRatio","QuickRatio","DebtToEquity","TrailingEPS","EPS","BookValue","CashPerShare","dividend_yield","DividendRate","PayoutRatio","ExDividendDate","DividendDate","FiveYearAvgDividendYield","SharesOutstanding","FloatShares","SharesShort","ShortRatio","ShortPercentOfFloat","InsiderOwnership","InstitutionalOwnership","CurrentPrice","PreviousClose","Open","DayHigh","DayLow","FiftyTwoWeekHigh","FiftyTwoWeekLow","FiftyDayAverage","TwoHundredDayAverage","Volume","AverageVolume","AverageVolume10Day","Beta","TargetMeanPrice","TargetHighPrice","TargetLowPrice","NumberOfAnalysts","Recommendation","RecommendationMean","LastUpdated","start_price","end_price","return_45d","vol_45d","avg_volume","vol_spike","n_days","z_return","z_vol","z_volume","anomaly_score","category","market_context"
"COIN","Coinbase Global, Inc.","Financial Services",63881883648,61889597440,20.493078,33.817493,NA,3.973232,8.667322,8.397,25.795,0.26005,0.00873,0.43664002,0.84822,0.25254,0.32553002,0.589,4.306,4.73,7370428928,2399290112,3217709056,6251782144,325849984,-1097911808,9769669632,7780648960,2.404,1.105,48.559,11.56,7.00525,59.624,36.232,NA,NA,0,NA,NA,NA,228176267,225721533,16033232,1.63,0.0795,0.01069,0.66567004,236.9,239.73,240.4,240.49,232.8057,444.65,142.58,287.0606,285.0551,5827801,9507868,7725600,3.691,372.0793,510,205,29,"buy",1.9697,"2025-12-27 20:45:22",330.420013427734,244.190002441406,-26.0970908183766,4.00819256795052,9771112.5,1.61930384078579,32,-2.81008735165706,2.62259718271673,-0.693364431819541,4.4680681589252,"STRONG_UNDERPERFORMER","DOWN_WHILE_MARKET_UP"
"COO","The Cooper Companies, Inc.","Healthcare",16425593856,18864904192,44.18182,16.712112,NA,1.964477,4.0136824,4.61,17.729,0.045939997,0.03474,0.09161,0.65539,0.13539,0.26002002,0.046,-0.282,-0.28,4092400128,1064099968,374900000,2682099968,796099968,376587488,110600000,2783600128,1.893,0.844,33.785,1.87,4.94372,42.057,0.564,NA,NA,0,1690329600,1691712000,0.02,195978026,194565024,7370102,1.95,0.039,0.0062300004,1.06733,82.62,82.57,82.7,82.88,81.96,100.24,61.78,75.5918,74.4496,1212074,2804542,2387720,1.049,90.5,100,71,16,"none",NA,"2025-12-27 20:45:23",69.8199996948242,82.4800033569336,18.1323456279646,1.98484829333251,3136012.5,3.42658072950921,32,1.56718361773629,0.153760396650534,1.51561661317753,2.40187212265032,"NORMAL","OUTPERFORMING_MARKET"
"COP","ConocoPhillips","Energy",114328182784,130343649280,12.9293785,14.725754,NA,1.7423247,1.8656688,2.127,5.127,0.15421,0.080979995,0.14445,0.47415,0.19543,0.41485,0.14,-0.216,-0.162,61280002048,25422000128,8824000512,2.9056e+10,19935000576,6092499968,6.256e+09,23481999360,1.323,0.999,36.169,7.08,6.21632,52.539,5.063,3.67,3.36,0.4407,1763337600,1764547200,2.54,1235718250,1233123242,16927069,2.43,0.0137,0.00088,0.84175,91.54,91.8,91.91,92.48,90.75,106.2,79.88,89.9348,92.2799,3822835,6730447,7351270,0.328,112.37107,131,98,28,"buy",1.72414,"2025-12-27 20:45:28",88.5699996948242,94.9599990844727,7.21463182981348,1.89054000857106,7231271.875,1.8118251154815,32,0.486686204689426,0.0386876601070503,-0.458051376462592,0.735055722974247,"NORMAL","OUTPERFORMING_MARKET"
"COR","Cencora, Inc.","Healthcare",66161459200,71375568896,42.899372,17.49736,NA,43.85931,0.20589699,0.222,14.854,1.23751,0.03259,0.00484,0.03514,0.0114400005,0.01495,0.059,NA,NA,321332805632,4805065216,1554168960,11291738112,3875120128,3283074560,4356137984,9331176448,0.903,0.512,534.1,7.95,19.49151,7.776,22.455,0.7,2.4,0.2764,1763078400,1764547200,1.09,193993444,185649786,4876600,2.92,0.0432,0.04222,0.96707,341.05,339.98,339.81,341.86,339.12,377.54,223.92,347.2938,304.84286,310928,1421379,1368500,0.633,387.93332,420,315,15,"buy",1.76471,"2025-12-27 20:45:31",340.929992675781,342.959991455078,0.595429801691716,1.47538765972587,1687718.75,2.19390819708556,32,-0.168398806701076,-0.467871408217736,0.00895746437618848,0.406813242998039,"NORMAL","UNDERPERFORMING_MARKET"
"COST","Costco Wholesale Corporation","Consumer Defensive",387730440192,378642366464,46.728195,39.364967,NA,12.794087,1.3828206,1.35,28.849,0.30325,0.08524,0.02961,0.12876001,0.03659,0.04681,0.083,0.114,0.113,280390991872,13125000192,8302000128,36103999488,14762999808,7170250240,17183000576,8172000256,1.038,0.488,26.968,18.69,22.18597,68.262,38.712,0.6,5.2,0.271,1761868800,1763078400,0.62,443869411,442626577,6737305,2.39,0.0152,0.00164,0.71959996,873.35,871.86,870.55,877.3999,869,1078.23,844.06,903.9978,951.4363,1307663,2663771,3576510,0.982,1031.4517,1205,650,31,"buy",1.94444,"2025-12-27 20:45:34",928.039978027344,862.650024414063,-7.04602766707043,1.15066692054064,2728565.625,1.76242783238904,32,-0.924653749773801,-0.864087967186901,-0.518428213407966,1.61591184007123,"NORMAL","DOWN_WHILE_MARKET_UP"
"CPAY","Corpay, Inc.","Technology",21903169536,28007073792,21.057705,12.477172,NA,5.3305607,5.0765142,6.491,12.417,0.29097,0.06309,0.24365999,0.78262,0.44617,0.52279,0.139,0.003,0.006,4314608128,2255620096,1051297024,3376706048,1335835008,1306636800,2021708032,8285751808,1.134,0.722,201.153,14.73,24.8598,58.189,28.899,NA,NA,0,NA,NA,NA,69958056,67398990,1914701,3.44,0.032,0.035639998,0.96186996,310.18,311.57,311.45,312.56,309.38,400.81,252.84,290.0508,314.1234,201631,587361,572920,0.847,353.46155,440,315,13,"none",NA,"2025-12-27 20:45:38",263.359985351563,308.579986572266,17.1704145412744,2.02708250281831,641375,1.73486649775872,32,1.47198382866743,0.205293579271495,-0.552115616900522,1.85068842675344,"NORMAL","OUTPERFORMING_MARKET"
"CPB","The Campbell's Company","Consumer Defensive",8392478720,15533478912,14.510308,10.718216,NA,2.1198885,0.826194,1.529,8.47,0.14815,0.05685,0.056900002,0.30271998,0.14232,0.18055001,-0.034,-0.097,-0.11,10158000128,1.834e+09,5.78e+08,3075000064,1.13e+09,630499968,1.68e+08,7306999808,0.819,0.299,184.567,1.94,2.62637,13.279,0.564,5.54,1.56,0.80410004,1767830400,1769990400,3.43,298134245,192189260,29000079,3.94,0.1877,0.35037997,0.66098,28.15,28.02,28,28.2,27.92,43.85,27.64,30.029,32.97035,2812720,6067457,6223380,-0.057,32.31579,60,26,19,"hold",3.04762,"2025-12-27 20:45:40",29.9099998474121,28.7099990844727,-4.01203867957635,1.68207675740297,6806206.25,2.73857407715201,32,-0.624387841287066,-0.215674264100788,0.674686447262307,1.06956819696861,"NORMAL","DOWN_WHILE_MARKET_UP"
"CPRT","Copart, Inc.","Industrials",38043095040,32918534144,24.11043,21.802568,NA,3.9624922,8.172244,7.071,16.623,0.18124,0.1142,0.34243,0.47624,0.37289003,0.42539,0.007,0.108,0.115,4655158784,1980256000,1594077056,2216953088,1852728960,1070628608,5243450880,99936000,7.939,7.685,1.039,1.63,1.80254,9.918,5.417,NA,NA,0,NA,NA,NA,968017684,888136865,29712334,3.25,0.0378,0.086160004,0.86176,39.3,39.1,39.06,39.328,38.99,63.85,38.18,40.9176,48.63875,4277633,8009538,8980430,1.119,48.88889,65,33,9,"none",NA,"2025-12-27 20:45:43",43,39.1100006103516,-9.04651020848466,1.43389300725818,9638740.625,1.75769850638553,32,-1.12263624416833,-0.518502200872443,-0.524208728592197,1.64399170890065,"NORMAL","DOWN_WHILE_MARKET_UP"
"CPT","Camden Property Trust","Real Estate",11674729472,15416131584,44.234818,81.710495,NA,2.611439,7.396428,9.767,17.267,0.059310004,0.01989,0.1705,0.61514,0.15994,0.56562,0.021,NA,NA,1578428032,892785984,268553984,970961984,782163968,727876608,25931000,3741827072,0.052,0.038,81.136,2.47,1.33716,41.839,0.244,3.84,4.2,1.6923,1765929600,1768521600,3.25,106395330,104537668,2909102,2.03,0.038,0.01343,0.98736,109.26,108.57,108.29,109.26,108.02,126.55,97.17,103.85,110.3868,574046,1347677,1661170,0.825,115.93478,134,103,23,"buy",2.4,"2025-12-27 20:45:49",99.9899978637695,107.790000915527,7.80078329672989,1.09569491653711,1542737.5,5.37738921883989,32,0.544696073363951,-0.931163505141668,3.90003208500638,2.96029386843798,"VOLUME_SPIKE","OUTPERFORMING_MARKET"
"CRL","Charles River Laboratories International, Inc.","Healthcare",10023223296,12492768256,NA,18.619816,NA,2.9432764,2.4910438,3.105,14.118,-0.021879999,0.04335,-0.020450002,0.34680998,0.15035,0.21992001,-0.005,-0.173,-0.219,4023704064,884891008,-83482000,1395448960,749488000,548048000,207096992,2631273984,1.366,0.839,76.251,-1.53,10.93781,69.195,4.208,NA,NA,0,NA,NA,NA,49215471,48695263,2409632,2.87,0.0563,0.01002,1.07199,203.66,203.16,203.42,204.19,202.345,204.47,91.86,182.2442,157.91975,237484,968266,614220,1.635,197.33333,230,155,15,"buy",1.83333,"2025-12-27 20:45:53",178.860000610352,195.979995727539,9.57172931833041,2.28769358386487,992328.125,2.84895684076273,32,0.7199619422411,0.52328505102224,0.809604031851514,1.38640648367798,"NORMAL","OUTPERFORMING_MARKET"
"CRM","Salesforce, Inc.","Technology",253308141568,249628966912,35.57219,20.282883,NA,4.1759653,6.2829113,6.192,21.153,0.12184,0.059499998,0.17913,0.77729,0.23862,0.29271,0.086,0.386,0.366,40317001728,11800999936,7222000128,31338000384,13502000128,14523750400,11322999808,11635000320,0.984,0.785,19.385,7.48,13.11845,63.717,12.084,0.63,1.66,0.22,1766016000,1767830400,NA,9.37e+08,911654150,16019089,1.74,0.0176,0.02633,0.84551,266.08,265.26,264.8,267.8824,264.8,367.09,221.96,249.088,257.2281,2136937,8422839,7002050,1.253,330.06265,475,223,53,"buy",1.63793,"2025-12-27 20:45:58",261.339996337891,258.140014648438,-1.22445157048051,2.11675568017873,8141093.75,2.56870890351803,32,-0.348507678488616,0.314710667489279,0.46706527360383,0.739395649035171,"NORMAL","DOWN_WHILE_MARKET_UP"
"CRWD","CrowdStrike Holdings, Inc.","Technology",121307242496,117366734848,NA,99.53294,NA,30.198946,26.57235,25.709,-1250.924,-0.088149995,-0.02001,-0.06882,0.74277,-0.05589,-0.020550001,0.222,NA,NA,4565168128,-93824000,-314160992,3390874880,1460201984,1416660352,4801082880,818046016,1.811,1.615,20.154,-1.25,4.83448,15.934,19.044,NA,NA,0,NA,NA,NA,252098440,247636298,7521987,3.05,0.0308,0.03031,0.74310994,481.19,477.11,477.668,482.1549,475.2252,566.9,298,514.066,459.41046,1130018,2323577,2167760,1.094,554.56354,706,353,48,"buy",1.88889,"2025-12-27 20:46:00",551.919982910156,470.019989013672,-14.8391064705871,2.06295940673847,2337971.875,2.38617070618097,32,-1.6959142574724,0.249069728135227,0.243954238199444,1.94242624063973,"NORMAL","DOWN_WHILE_MARKET_UP"
"CSCO","Cisco Systems, Inc.","Technology",308817559552,322718564352,30.177608,17.4751,NA,6.566412,5.3524947,5.593,20.587,0.22418,0.06646,0.17902,0.64847,0.23604,0.2717,0.075,0.06,0.055,57696002048,15676000256,10328999936,37413998592,1.3744e+10,12405999616,15736000512,29636999168,0.927,0.718,63.228,2.59,4.47265,11.903,3.983,2.1,1.64,0.6293,1767312000,1768953600,2.9,3951094563,3944140637,54886724,2.9,0.0139,0.00058,0.81317,78.16,78.02,78.095,78.27,77.93,80.82,52.11,75.1968,67.40235,6134975,20744207,23627170,0.864,85.43381,100,67,21,"buy",2.03846,"2025-12-27 20:46:03",74.4499969482422,76,2.08193836842647,1.63397476055713,22313909.375,2.58307493462248,32,-0.021282964453875,-0.274367181952676,0.484624448182759,0.400778779521592,"NORMAL","IN_LINE"
"CSGP","CoStar Group, Inc.","Real Estate",28400365568,27605166080,1116.8334,48.387215,NA,3.293846,9.291793,9.032,174.938,0.00252,-0.00398,0.00664,0.79251,-0.061300002,0.05163,0.204,NA,NA,3056499968,157800000,20300000,2422299904,362500000,113800000,1935299968,1.132e+09,3.121,2.839,13.126,0.06,1.38487,20.344,4.566,NA,NA,0,NA,NA,NA,423822791,418156280,17547557,4.39,0.049000002,0.011779999,1.04028,67.01,66.89,66.72,67.175,66.48,97.43,62,69.1724,79.22605,1533190,3991461,4656040,0.839,91.94118,105,60,17,"buy",2,"2025-12-27 20:46:07",69.379997253418,64.8300018310547,-6.55807956541702,1.91343812190636,4243196.875,2.5876480218703,32,-0.876362809812825,0.0666273959408749,0.490213997360639,1.15478350646358,"NORMAL","DOWN_WHILE_MARKET_UP"
"CSX","CSX Corporation","Industrials",68269821952,87385096192,23.77922,19.27764,NA,5.346766,4.833946,6.187,13.366,0.22589001,0.07007,0.20548001,0.46293,0.35071,0.46293,-0.009,-0.196,-0.224,14122999808,6537999872,2902000128,6537999872,4615000064,922249984,6.18e+08,19811000320,0.847,0.67,155.283,1.54,1.89961,6.849,0.332,1.42,0.52,0.3312,1764288000,1765756800,1.3,1862136956,1857753979,31709967,2.35,0.0171,0.00261,0.80044997,36.62,36.78,36.78,36.86,36.57,37.54,26.22,35.7312,33.0958,4862965,13481223,12017300,1.299,39.58333,45,30,24,"buy",1.69231,"2025-12-27 20:46:11",35.8300018310547,36.5,1.86993618394011,1.10385904871083,12780434.375,1.65777620527863,32,-0.0422642629320038,-0.921201824329539,-0.646340799496698,0.826035574845122,"NORMAL","IN_LINE"
"CTAS","Cintas Corporation","Industrials",77019480064,79464505344,41.282936,35.415318,NA,17.15491,7.134786,7.361,27.89,0.43396,0.15904,0.17584999,0.50249,0.23417999,0.26393998,0.093,0.11,0.104,10794925056,2849197056,1891885056,5424375808,2206518016,1546515584,200842000,3237064960,1.705,0.812,72.656,4.63,5.3971,11.142,0.502,0.94,1.8,0.36360002,1763078400,1765756800,0.93,402948000,339684820,7229415,3.44,0.0239,0.14877,0.67042,191.14,191.18,190.75,191.86,190.295,229.24,180.39,186.723,205.30455,561538,2170739,2599110,0.963,213.94118,255,172,17,"hold",2.61905,"2025-12-27 20:46:15",182.039993286133,187.369995117188,2.9279290417668,0.951004593928946,2206856.25,1.87977807797857,32,0.062442506913655,-1.1077112115918,-0.374994481836192,0.803795353627652,"NORMAL","IN_LINE"
"CTRA","Coterra Energy Inc.","Energy",19681380352,23662927872,11.939815,9.917057,NA,1.3387667,2.9525023,3.55,5.369,0.118549995,0.06279,0.24691999,0.74767,0.28043,0.66112,0.349,0.235,0.278,6665999872,4407000064,1.646e+09,4.984e+09,3676999936,950875008,9.8e+07,4116999936,1.025,0.887,27.957,2.16,2.60057,19.264,0.129,3.41,0.88,0.4028,1762992000,1764115200,4.52,761377552,751220775,33990197,5.4,0.0512,0.01475,0.95153,25.79,25.69,25.82,25.92,25.605,29.95,22.33,25.4924,25.1047,3192627,8794866,6956120,0.309,32.32,37,26,25,"buy",1.66667,"2025-12-27 20:46:17",24.3899993896484,25.9200000762939,6.2730657028834,2.0642140305998,8085075,3.36569543263359,32,0.393501882113321,0.250600590470609,1.44119831703462,1.23940133586593,"NORMAL","OUTPERFORMING_MARKET"
"CTSH","Cognizant Technology Solutions Corporation","Technology",41792040960,40116060160,19.807869,15.225355,NA,2.7743733,2.0037417,1.923,10.618,0.14501001,0.101560004,0.10203,0.34056,0.15993,0.18114,0.074,-0.521,-0.529,20856999936,3777999872,2.128e+09,7103000064,2944999936,2306249984,2353999872,1.17e+09,2.358,1.965,7.854,4.32,5.62023,30.843,4.877,1.45,1.24,0.2847,1763424000,1764115200,1.51,482646473,481251625,27484754,6.19,0.0747,0.001,1.04193,85.57,85.42,85.17,85.655,85,90.82,65.15,75.9194,74.6525,1600855,4631030,5763450,0.967,86.12083,103,70,24,"buy",2.2963,"2025-12-27 20:46:21",72.7300033569336,83.629997253418,14.9869289060679,1.43818778916913,4742946.875,1.78133979204648,32,1.25588999951199,-0.513261809653365,-0.495312684919944,1.76017724679864,"NORMAL","OUTPERFORMING_MARKET"
"CTVA","Corteva, Inc.","Basic Materials",45798506496,47600365568,27.303644,18.448965,NA,1.8097411,2.6217017,2.725,12.663,0.06705,0.03805,0.09187999,0.4611,-0.10313,0.21518,0.126,NA,NA,17468999680,3759000064,1680999936,8055000064,3.204e+09,2547749888,2585999872,4373000192,1.578,0.998,17.175,2.47,3.65549,37.265,3.827,1.07,0.72,0.2794,1764547200,1765756800,1.09,675732000,674103486,12822635,3.29,0.0216,0.00117,0.87244004,67.44,67.33,67.32,67.63,67.14,77.41,53.4,64.8526,67.52325,749546,4303050,3328350,0.738,77.85714,86,65,21,"buy",1.65217,"2025-12-27 20:46:24",62.060001373291,66.4300003051758,7.04157079468826,1.21798344816669,3989931.25,1.75168431786889,32,0.469558809319923,-0.781949933734924,-0.531559693193799,1.12631362278428,"NORMAL","OUTPERFORMING_MARKET"
"CVS","CVS Health Corporation","Healthcare",101059518464,171761516544,209.5,11.109297,NA,1.3863542,0.25800893,0.439,11.642,0.0057800002,0.02498,0.0011999999,0.13352,0.022650002,0.03766,0.078,NA,NA,391689994240,14753000448,4.69e+08,52300001280,9109000192,6976625152,1.1232e+10,81751998464,0.832,0.594,111.821,0.38,7.16607,57.424,8.848,3.34,2.66,7,1761177600,1762128000,3.16,1269432485,1266893620,22923080,2.91,0.0183,0.01066,0.89752,79.61,79.12,79.02,79.685,79.02,85.15,43.65,79.002,70.6543,3108272,7404990,5650090,0.48,94.6,105,79,25,"buy",1.51852,"2025-12-27 20:46:29",78.4400024414063,77.879997253418,-0.713928060375346,1.58835042348071,7329809.375,2.02868850187526,32,-0.297982509742972,-0.330036918006569,-0.19298567851297,0.559493808002742,"NORMAL","DOWN_WHILE_MARKET_UP"
"CVX","Chevron Corporation","Energy",302263664640,341642510336,21.09986,19.865173,NA,1.5911503,1.6019316,1.811,9.066,0.07316,0.04047,0.06767,0.40602002,0.098529994,0.19971001,-0.014,-0.266,-0.211,188687007744,37682999296,1.2768e+10,76610002944,31844999168,15743875072,7727000064,41543999488,1.152,0.72,21.239,7.11,7.55191,94.284,3.838,4.56,6.84,0.9508,1763424000,1765324800,4.18,1999353597,1880307008,17809981,2,0.0089,0.06132,0.68144995,150.02,150.5,150.38,151.13,149.6472,168.96,132.04,152.2122,150.3326,3199572,7864507,8086500,0.673,172.33333,204,124,24,"buy",2.07692,"2025-12-27 20:46:33",154.039993286133,149.520004272461,-2.93429577426431,1.16704160716449,8719887.5,1.62629391720937,32,-0.517726461198822,-0.844107962199907,-0.684820668315941,1.28219077645675,"NORMAL","DOWN_WHILE_MARKET_UP"
"CZR","Caesars Entertainment, Inc.","Consumer Cyclical",5156110336,30150836224,NA,52.46561,NA,1.3437043,0.45352364,2.652,8.699,-0.04259,0.03946,-0.0212,0.50251,0.17881,0.30486,-0.002,NA,NA,11368999936,3465999872,-2.41e+08,5712999936,1307000064,756750016,8.36e+08,25734000640,0.778,0.567,647.396,-1.15,0.4725,18.449,4.096,NA,NA,0,NA,NA,NA,204107943,193473919,28910605,3.47,0.1617,0.021540001,1.05626,24.79,24.5,24.4,24.805,24.39,40,18.25,22.0344,25.712925,1807241,8204226,5315220,2.048,32,41,21,19,"buy",1.94737,"2025-12-27 20:46:37",20.4500007629395,23.8999996185303,16.870409422395,2.50332760835579,8648745.16129032,2.58106807215367,31,1.44229311128437,0.786396583087728,0.482171519591037,2.07657716262375,"NORMAL","OUTPERFORMING_MARKET"
"D","Dominion Energy, Inc.","Utilities",50551668736,103564664832,19.346405,16.42159,NA,1.8934911,3.1968424,6.549,13.511,0.09204,0.029790001,0.16790001,0.49029,0.34504002,0.48473,0.149,0.062,0.077,15813000192,7664999936,2609999872,7752999936,5015000064,-9946749952,9.71e+08,48958001152,0.845,0.361,154.315,3.06,3.60501,31.265,1.137,4.51,2.67,0.8725,1764892800,1766188800,4.46,853913277,852162755,41702591,6.82,0.0545,0.00116,0.84529,59.2,59.01,58.84,59.27,58.8037,62.87,48.07,60.1296,57.949,2929829,5656206,8636200,0.68,63.73333,70,54,15,"hold",2.84211,"2025-12-27 20:46:41",58.4900016784668,60.1100006103516,2.76970231731282,1.20647084839962,5906415.625,1.55563045057467,32,0.04678322424622,-0.795997335437524,-0.771190531917802,0.830377157923883,"NORMAL","IN_LINE"
"DAL","Delta Air Lines, Inc.","Industrials",46262411264,64242991104,9.992948,9.851908,NA,2.441588,0.7352576,1.021,8.008,0.28514,0.04749,0.07357,0.21117,0.0992,0.1275,0.064,0.102,0.114,62919999488,8022000128,4629000192,13287000064,7.976e+09,2057874944,3791000064,22077999104,0.398,0.262,117.299,7.09,7.1915,29.018,5.845,1.06,0.75,0.089899994,1760572800,1762387200,2.3,652962768,645232503,22243724,2.76,0.038399998,0.0033000002,0.82934,70.85,70.96,70.83,71.2,70.4102,72.34,34.74,62.9826,54.4683,2883232,8436585,7164180,1.376,74.6125,90,32,24,"strong_buy",1.32,"2025-12-27 20:46:45",58.5,69.7200012207031,19.1794892661591,2.5379501384417,8091296.875,1.46122434792012,32,1.67081666885631,0.828642174693203,-0.886580316735578,2.5284279145707,"NORMAL","OUTPERFORMING_MARKET"
"DASH","DoorDash, Inc.","Consumer Cyclical",100832100352,99859103744,117.56281,38.29947,NA,10.6172,7.98038,7.903,97.805,0.100430004,0.0312,0.0683,0.51429003,0.08009,0.08081,0.273,0.459,0.506,12634999808,1.021e+09,8.63e+08,6497999872,2.528e+09,-1816125056,4243000064,3256999936,2.045,1.032,34.255,1.99,6.10844,22.035,9.845,NA,NA,0,NA,NA,NA,406334617,371572443,13432520,2.03,0.033299997,0.00582,0.95537,233.95,232.06,232.52,234.695,231.79,285.5,155.4,226.3965,226.38635,1663444,5021560,3837790,1.716,276.3878,360,205,41,"buy",1.60465,"2025-12-27 20:46:47",242.050003051758,221.300003051758,-8.5726088570067,4.29113920217886,6910109.375,2.6565281392525,32,-1.07573547411901,2.96784196771924,0.574404125958985,2.84685852095812,"HIGH_VOLATILITY","DOWN_WHILE_MARKET_UP"
"DAY","Dayforce, Inc.","Technology",11068018688,11667317760,NA,25.3828,NA,4.106401,5.8458877,6.162,104.64,-0.05706,-0.00205,-0.07912,0.50922,-0.25831,0.05889,0.095,NA,NA,1893299968,111500000,-149800000,964099968,274500000,200750000,627600000,1226899968,1.043,0.18,45.53,-0.95,2.72468,16.842,3.922,NA,NA,0,NA,NA,NA,160034963,139771336,10057863,2.81,0.1262,0.01212,0.85643,69.16,69.14,69.14,69.205,69.08,75.14,48.005,68.8526,62.3799,919701,2958826,2346510,1.2,69.91667,70,69,12,"hold",2.875,"2025-12-27 20:46:49",68.6900024414063,69.2200012207031,0.771580667432481,0.156056100837908,3612215.625,2.7919429643683,32,-0.150965618924063,-2.0776885443626,0.739917658367234,1.55976872028898,"NORMAL","UNDERPERFORMING_MARKET"
"DD","DuPont de Nemours, Inc.","Basic Materials",17286922240,25038921728,23.84971,19.070948,NA,0.75488955,1.346019,1.95,7.634,0.03217,0.03462,-0.060110003,0.37117,0.17773001,0.25539,0.073,NA,NA,12842999808,3.28e+09,7.26e+08,4767000064,1.9e+09,-1093124992,1955000064,9260000256,2.002,0.838,39.673,1.73,2.1635,54.657,4.666,3.47,1.43,0.9306,1764288000,1765756800,1.92,418975324,417270094,15244305,3.09,0.041199997,0.00291,0.76714,41.26,41.07,41.06,41.31,40.915,41.85,22.497908,38.36788,32.10609,2228204,6903089,5611310,1.137,47.3125,51,44,16,"strong_buy",1.47059,"2025-12-27 20:46:52",34.689998626709,40.5999984741211,17.0366102086317,2.20504261796159,6780531.25,3.21294883789526,32,1.45874156586884,0.422436298990437,1.25450067564379,2.29721005318595,"NORMAL","OUTPERFORMING_MARKET"
"DDOG","Datadog, Inc.","Technology",48503025664,45642002432,461.05,59.00559,NA,14.097952,15.102021,14.211,7332.049,0.03519,-0.00503,0.033239998,0.79959,-0.00656,0.0019400001,0.284,-0.337,-0.345,3211691008,6225000,106768000,2568037888,988294016,838500736,4140338944,1279316992,3.663,3.551,37.199,0.3,2.3441,9.811,11.807,NA,NA,0,NA,NA,NA,325443373,323325444,8332400,1.97,0.025999999,0.00763,0.93421996,138.315,138.04,138,138.45,137.4529,201.69,81.63,159.2436,133.66444,1214487,4392558,3545390,1.234,212.33415,260,150,41,"strong_buy",1.40909,"2025-12-27 20:46:55",162.080001831055,136.710006713867,-15.6527608777007,4.81522363683864,5036425,4.2306199337824,32,-1.77643949363946,3.60731738844914,2.4983699326916,4.82928315420983,"HIGH_VOLATILITY","DOWN_WHILE_MARKET_UP"
